accx,accy,accz,dpsx,dpsy,dpsz,roll,pitch,rpm,vel,temp_motor,soc,temp_cvt,volt,current,flags,latitude,longitude,timestamp
-1.02,2.19,-0.35,-0.08,-0.06,-1.34,2.56,-2.85,3052.8,33.25,87.32,75.01,56.25,11.76,421.3,0.0,-8.060136,-34.899613,2025-07-12T18:53:07.474185
-2.62,1.85,1.21,0.91,1.48,2.2,-1.98,1.41,3735.11,34.69,76.2,84.71,54.66,10.55,145.93,0.63,-8.060168,-34.900431,2025-07-12T18:53:07.974185
-2.93,2.91,-1.55,2.57,2.91,2.52,1.31,0.2,2254.3,41.04,93.87,13.37,59.04,10.92,331.2,0.62,-8.059636,-34.900166,2025-07-12T18:53:08.474185
-0.99,2.27,-2.28,-0.76,2.87,-2.23,-0.62,2.66,6842.68,2.92,72.33,37.83,69.37,12.9,187.88,0.62,-8.059383,-34.899782,2025-07-12T18:53:08.974185
1.67,-0.55,-1.82,-0.64,0.45,2.88,-0.91,0.72,7942.05,7.9,99.1,13.92,88.41,12.26,131.98,0.04,-8.059484,-34.900744,2025-07-12T18:53:09.474185
-1.83,-0.12,-2.81,-2.17,-1.4,2.5,1.23,0.66,2701.86,13.19,63.68,17.97,52.46,10.57,231.65,0.08,-8.060187,-34.899947,2025-07-12T18:53:09.974185
-1.66,1.56,-0.17,-1.93,2.06,0.53,-2.85,-0.43,6461.55,3.89,88.65,40.37,56.19,11.34,148.4,0.98,-8.059343,-34.899979,2025-07-12T18:53:10.474185
-0.26,2.59,2.05,2.84,0.32,2.46,1.69,-1.34,4582.72,32.13,65.1,99.83,88.62,12.45,276.15,0.34,-8.059304,-34.899506,2025-07-12T18:53:10.974185
0.5,-0.28,-2.12,1.61,-0.4,0.7,-1.81,-2.66,968.49,40.52,65.56,18.44,85.98,12.41,173.33,0.35,-8.05933,-34.900123,2025-07-12T18:53:11.474185
-2.27,-2.54,1.72,-2.83,2.94,2.37,-2.54,-2.34,5203.74,36.57,109.86,8.48,66.79,10.69,235.95,0.09,-8.059429,-34.900502,2025-07-12T18:53:11.974185
1.47,2.3,2.1,-0.08,0.65,1.45,0.44,1.61,4746.69,37.32,61.36,63.02,87.14,11.48,413.08,0.41,-8.059186,-34.899997,2025-07-12T18:53:12.474185
0.03,2.22,-2.72,-0.85,2.34,0.34,-2.32,-1.93,1028.95,49.26,71.85,7.63,54.55,12.85,135.08,0.98,-8.060057,-34.900144,2025-07-12T18:53:12.974185
1.69,-1.35,-1.62,-2.89,1.44,2.13,1.54,0.04,5163.57,23.45,72.38,21.34,77.26,10.75,248.0,0.76,-8.060117,-34.900808,2025-07-12T18:53:13.474185
-0.51,-0.95,1.1,-0.55,0.19,-0.95,-0.64,-0.87,1380.33,33.35,90.91,35.24,86.27,10.98,426.95,0.13,-8.059221,-34.899845,2025-07-12T18:53:13.974185
-0.07,0.08,-0.13,0.5,2.28,-2.35,2.36,1.57,3784.92,21.84,100.56,66.84,72.15,11.33,270.48,0.54,-8.059165,-34.900981,2025-07-12T18:53:14.474185
1.85,2.23,-2.58,0.74,-1.63,2.87,-2.71,-2.77,1667.75,29.09,109.32,60.6,94.32,12.01,455.84,0.54,-8.060432,-34.90044,2025-07-12T18:53:14.974185
0.02,1.17,-1.39,1.66,-1.62,0.74,1.76,0.03,6296.98,17.63,97.16,15.1,67.53,12.09,201.4,0.11,-8.060032,-34.900164,2025-07-12T18:53:15.474185
0.57,2.58,-2.81,-0.71,0.07,0.25,0.99,1.61,6477.83,40.52,73.13,74.37,68.38,12.4,452.49,0.85,-8.059154,-34.900821,2025-07-12T18:53:15.974185
2.24,1.61,-0.74,-2.18,-1.13,1.77,-1.84,-0.53,5448.45,39.64,67.1,70.96,64.73,10.72,463.49,0.32,-8.06066,-34.900339,2025-07-12T18:53:16.474185
0.85,2.2,1.13,-1.08,1.94,-1.79,0.66,-2.53,2296.23,28.64,106.98,52.2,81.03,12.01,132.58,0.49,-8.060578,-34.900449,2025-07-12T18:53:16.974185
-1.93,0.97,2.95,2.37,2.98,-1.45,0.61,2.8,2690.05,4.72,69.95,53.62,86.37,12.78,109.41,0.95,-8.060309,-34.900174,2025-07-12T18:53:17.474185
-0.28,-0.09,2.17,-1.68,2.62,0.09,-0.54,-1.59,2330.31,28.91,80.19,72.4,83.24,11.36,198.99,0.63,-8.060264,-34.899894,2025-07-12T18:53:17.974185
-2.17,0.07,-0.9,1.6,1.65,0.04,-0.35,2.91,7864.65,1.04,89.64,50.32,91.91,11.45,290.42,0.25,-8.060998,-34.900498,2025-07-12T18:53:18.474185
-2.07,0.66,0.16,-0.1,0.05,-0.24,-0.94,-2.85,5185.79,38.17,86.48,80.48,70.49,12.2,369.47,0.46,-8.061,-34.900094,2025-07-12T18:53:18.974185
-2.53,1.83,2.07,-2.07,-2.75,-2.63,2.64,-1.58,6412.4,23.97,96.77,69.77,91.27,12.07,463.62,0.27,-8.060326,-34.899613,2025-07-12T18:53:19.474185
-1.29,-1.26,1.24,-2.92,-1.3,-2.87,2.23,-2.83,5282.76,7.99,101.85,15.11,99.17,11.37,261.43,0.67,-8.060781,-34.900274,2025-07-12T18:53:19.974185
0.12,-0.94,-2.27,-1.63,1.55,-1.75,0.94,2.57,5658.74,20.37,62.78,70.95,73.24,12.28,481.74,0.9,-8.060429,-34.899898,2025-07-12T18:53:20.474185
1.29,0.9,-2.69,0.64,2.22,-2.04,-0.11,-2.57,3421.2,59.07,81.24,26.24,55.28,12.41,283.69,0.46,-8.060268,-34.900853,2025-07-12T18:53:20.974185
-0.27,2.64,2.92,1.1,0.54,-1.09,0.71,-2.45,6655.85,28.96,98.95,98.45,83.46,12.02,227.35,0.81,-8.060475,-34.899244,2025-07-12T18:53:21.474185
1.19,-1.18,-2.34,0.42,1.54,2.91,0.95,1.51,6587.36,33.73,66.72,87.4,79.76,11.2,473.99,0.6,-8.06042,-34.90042,2025-07-12T18:53:21.974185
-1.09,0.92,-0.02,0.05,0.69,-0.65,0.1,1.73,6281.72,9.5,71.73,43.06,59.77,11.6,263.49,0.63,-8.060106,-34.900753,2025-07-12T18:53:22.474185
-2.33,2.24,-0.02,1.28,2.06,-2.74,1.86,0.26,2233.14,18.14,88.36,36.18,82.23,12.26,335.09,0.69,-8.059159,-34.900458,2025-07-12T18:53:22.974185
-1.55,0.78,0.77,1.2,0.13,2.95,2.5,-0.87,1248.29,56.75,98.4,27.75,94.09,12.08,288.94,0.47,-8.059092,-34.900126,2025-07-12T18:53:23.474185
-0.27,1.07,2.4,-1.24,1.0,2.28,-1.95,-1.82,584.07,32.56,100.51,81.11,81.93,11.92,116.48,0.58,-8.059549,-34.900328,2025-07-12T18:53:23.974185
-1.58,-1.94,2.45,-0.67,0.25,-1.38,-0.46,-0.03,6352.02,49.43,101.65,11.61,94.75,12.54,107.42,0.76,-8.059723,-34.899679,2025-07-12T18:53:24.474185
1.43,0.16,2.25,0.49,2.24,0.24,-2.19,-2.13,759.51,59.27,77.53,79.61,51.88,12.67,388.18,0.43,-8.06047,-34.900738,2025-07-12T18:53:24.974185
-2.78,1.0,2.75,-1.74,2.25,-1.71,-2.84,-0.12,2377.25,40.51,86.08,8.54,55.85,10.85,311.15,0.3,-8.060986,-34.900709,2025-07-12T18:53:25.474185
-2.94,0.08,0.46,-2.19,-2.6,-2.83,1.38,-2.12,2841.98,17.45,71.21,52.56,66.67,11.74,439.47,0.7,-8.059522,-34.899588,2025-07-12T18:53:25.974185
1.73,-2.49,-2.16,0.71,1.08,2.28,1.37,1.66,3547.7,8.19,66.08,82.51,84.9,11.03,320.94,0.36,-8.05978,-34.900783,2025-07-12T18:53:26.474185
-1.32,2.5,2.73,1.69,1.04,1.68,-0.7,0.29,6095.01,57.16,62.05,75.76,73.87,10.96,182.17,0.39,-8.059094,-34.899857,2025-07-12T18:53:26.974185
0.27,0.85,2.02,1.57,-2.32,-2.52,-0.39,-2.64,2148.92,17.98,65.71,94.34,82.71,12.39,182.34,0.01,-8.060521,-34.90095,2025-07-12T18:53:27.474185
0.66,1.28,-1.77,-0.49,2.86,-1.78,0.56,0.14,7430.56,40.43,74.96,76.42,90.58,10.94,317.32,0.31,-8.060868,-34.900155,2025-07-12T18:53:27.974185
-0.63,-2.63,-2.7,2.2,-0.35,-0.96,1.74,1.49,2914.0,44.25,89.44,34.73,87.59,10.67,270.98,0.6,-8.060757,-34.900031,2025-07-12T18:53:28.474185
1.55,-1.3,-2.83,-0.81,2.91,-1.3,-2.9,-3.0,642.79,44.68,88.83,71.91,83.22,11.67,153.72,0.91,-8.060867,-34.899668,2025-07-12T18:53:28.974185
1.49,2.88,1.68,2.62,1.36,2.43,-1.53,-0.1,2610.58,8.2,87.86,60.76,67.98,10.77,290.7,0.36,-8.059594,-34.900772,2025-07-12T18:53:29.474185
-2.32,1.3,2.98,1.34,1.94,-1.58,2.5,2.79,5464.78,6.47,95.12,55.82,82.61,12.22,303.05,0.98,-8.059801,-34.899722,2025-07-12T18:53:29.974185
-1.01,-1.67,-0.43,-0.57,1.61,-2.51,2.41,1.22,5284.24,35.7,101.1,54.41,77.69,12.91,383.21,0.81,-8.059556,-34.900716,2025-07-12T18:53:30.474185
2.3,-1.5,-2.91,-0.28,2.6,-2.62,1.95,-2.62,5684.14,2.25,87.18,85.2,88.96,11.1,494.58,0.39,-8.060029,-34.899516,2025-07-12T18:53:30.974185
-1.91,-1.1,-2.11,-1.85,-0.35,-1.7,1.14,-2.75,986.13,39.47,85.97,0.76,53.94,10.5,324.35,0.26,-8.059814,-34.900781,2025-07-12T18:53:31.474185
2.41,-0.75,-2.7,-1.17,-0.73,2.13,-0.97,0.93,1704.2,20.35,89.63,25.04,66.94,11.4,386.9,0.08,-8.059457,-34.900944,2025-07-12T18:53:31.974185
2.06,1.8,2.6,-2.67,-2.77,1.1,0.36,2.58,5094.79,17.78,79.29,80.11,62.99,11.61,487.5,0.32,-8.059764,-34.899674,2025-07-12T18:53:32.474185
-0.02,-0.87,-2.76,2.11,2.83,1.96,2.57,-1.76,7072.69,23.53,103.46,39.72,54.33,11.42,349.51,0.99,-8.060028,-34.900876,2025-07-12T18:53:32.974185
-0.16,-2.4,-2.26,2.67,-0.44,0.3,-0.2,0.81,7816.63,19.71,106.16,73.79,57.52,12.37,418.3,0.26,-8.059517,-34.899002,2025-07-12T18:53:33.474185
2.32,-0.19,0.57,1.83,-0.8,0.46,-1.58,1.53,7777.31,39.76,98.92,91.55,84.48,11.34,227.46,0.97,-8.06089,-34.900475,2025-07-12T18:53:33.974185
-2.43,0.6,1.41,0.35,-1.22,1.01,-2.29,0.79,2101.92,28.41,74.9,29.1,75.93,11.14,352.04,0.69,-8.059295,-34.900472,2025-07-12T18:53:34.474185
2.45,-2.79,-0.64,1.18,-1.93,0.25,-0.75,2.77,2822.46,34.47,104.19,57.32,75.28,12.94,218.07,0.97,-8.059857,-34.90092,2025-07-12T18:53:34.974185
0.52,-0.12,0.55,-0.44,-2.3,1.9,1.66,1.61,2212.9,54.31,100.87,49.66,74.37,12.0,263.02,0.08,-8.059329,-34.900973,2025-07-12T18:53:35.474185
2.89,0.44,-1.09,2.28,0.15,-1.23,-2.66,1.5,2224.61,23.29,73.69,77.54,57.69,10.92,306.44,0.82,-8.05982,-34.899387,2025-07-12T18:53:35.974185
2.78,-1.03,-0.24,2.29,-2.6,-1.79,2.46,-1.21,5906.22,4.11,106.42,81.04,87.4,11.99,172.85,0.23,-8.059337,-34.900866,2025-07-12T18:53:36.474185
-0.93,0.07,2.16,2.24,1.21,-1.26,1.11,0.73,7121.32,27.27,73.75,86.59,90.91,10.64,299.76,0.63,-8.060506,-34.899984,2025-07-12T18:53:36.974185
0.61,2.36,1.02,-0.14,2.91,0.9,-0.42,1.76,7149.8,9.73,65.57,50.42,53.45,11.53,323.13,0.91,-8.06081,-34.89939,2025-07-12T18:53:37.474185
-1.06,-1.06,-0.89,0.68,-2.99,0.2,2.4,-2.84,1115.16,36.85,80.06,19.15,58.0,11.75,227.14,0.46,-8.059175,-34.899395,2025-07-12T18:53:37.974185
-1.66,-1.79,-2.63,-0.75,0.73,1.23,1.81,2.57,728.77,20.96,61.17,97.64,50.4,11.43,190.85,0.79,-8.060916,-34.900444,2025-07-12T18:53:38.474185
-1.44,-0.04,-1.84,0.38,2.27,-1.12,1.74,0.87,3624.15,19.61,88.52,35.1,92.73,12.61,414.97,0.54,-8.06053,-34.899684,2025-07-12T18:53:38.974185
-2.21,-2.36,-2.33,-1.47,0.69,-2.82,-0.61,-0.3,7925.49,1.11,105.97,92.38,93.51,12.15,335.64,0.85,-8.059479,-34.900196,2025-07-12T18:53:39.474185
-1.53,-1.52,2.89,-2.41,-0.73,-1.31,2.16,2.33,4167.11,11.69,96.24,4.88,84.0,11.1,171.86,0.3,-8.059383,-34.89911,2025-07-12T18:53:39.974185
2.03,-0.32,-2.07,2.48,1.72,-2.3,0.09,0.5,5055.59,24.64,74.93,45.6,94.21,12.04,441.68,0.24,-8.059589,-34.900906,2025-07-12T18:53:40.474185
-2.48,1.65,2.53,-1.94,-2.28,-0.42,-0.6,-2.56,4022.21,28.47,109.0,41.13,91.15,12.17,190.44,0.1,-8.060241,-34.899163,2025-07-12T18:53:40.974185
-1.66,-0.6,-2.74,1.16,0.79,-1.11,2.96,-2.77,6365.01,5.52,99.72,11.74,95.8,11.32,420.0,0.44,-8.060113,-34.900305,2025-07-12T18:53:41.474185
1.61,-1.64,-2.86,1.38,2.3,-2.77,-2.48,0.77,4848.09,56.95,102.07,7.0,53.62,11.05,145.36,0.31,-8.059151,-34.900961,2025-07-12T18:53:41.974185
-2.8,0.72,0.33,-0.33,-0.25,1.11,2.79,-2.37,6649.44,53.55,81.98,98.52,62.91,10.68,396.04,0.38,-8.059349,-34.899227,2025-07-12T18:53:42.474185
1.94,-0.21,-1.38,1.11,-0.32,-2.85,-1.86,0.79,7136.23,37.86,91.55,77.28,59.4,12.54,169.21,0.57,-8.060733,-34.900027,2025-07-12T18:53:42.974185
2.54,-1.9,1.99,-0.28,-2.81,-1.58,-0.04,-2.47,4592.31,15.6,90.03,60.18,83.19,11.16,461.22,0.61,-8.060149,-34.900691,2025-07-12T18:53:43.474185
-2.14,0.9,-0.88,-0.27,0.31,2.09,1.56,2.62,982.22,31.75,93.07,36.08,66.73,11.3,387.76,0.7,-8.060835,-34.900652,2025-07-12T18:53:43.974185
-1.4,2.96,-2.87,2.13,2.29,-2.33,1.7,0.15,1960.33,52.87,104.42,58.35,77.88,12.15,429.22,0.17,-8.059355,-34.899803,2025-07-12T18:53:44.474185
-2.04,2.26,2.93,0.65,-1.1,2.05,2.86,-2.02,5687.91,27.73,97.42,96.09,93.98,10.88,312.54,0.27,-8.060876,-34.900438,2025-07-12T18:53:44.974185
0.73,-2.71,-1.89,1.04,0.23,-2.18,-2.73,-1.8,3169.56,29.12,83.12,70.1,74.25,11.98,428.35,0.99,-8.059986,-34.900425,2025-07-12T18:53:45.474185
2.83,1.74,2.58,-0.55,-2.53,-1.33,-0.47,0.65,5153.74,40.17,77.86,51.53,93.86,11.78,357.0,0.93,-8.060329,-34.899004,2025-07-12T18:53:45.974185
-2.79,-0.37,-2.95,-1.79,0.78,-2.87,-1.46,2.59,5620.99,41.78,74.07,18.18,65.12,11.72,408.82,0.31,-8.059579,-34.900011,2025-07-12T18:53:46.474185
-1.64,2.12,-0.48,0.33,2.93,2.58,-2.79,-1.35,7462.64,16.18,89.9,24.05,84.93,11.54,145.1,0.96,-8.060462,-34.900953,2025-07-12T18:53:46.974185
0.28,-1.18,2.53,1.11,0.34,1.01,-0.42,0.91,3370.76,13.94,79.4,14.34,82.29,11.55,198.71,0.67,-8.05911,-34.899,2025-07-12T18:53:47.474185
-0.38,1.85,-2.6,1.63,2.48,1.98,-2.88,1.87,3275.48,2.53,82.63,96.47,75.79,10.76,261.49,0.92,-8.059838,-34.900961,2025-07-12T18:53:47.974185
-0.26,1.2,1.4,2.52,-2.83,-1.4,0.92,0.81,7912.47,50.91,87.16,97.24,91.35,10.97,495.41,0.38,-8.059715,-34.900166,2025-07-12T18:53:48.474185
0.85,1.31,1.51,0.5,0.8,-1.62,-1.84,0.33,4691.95,8.39,107.92,55.87,68.9,12.82,388.63,0.08,-8.060112,-34.899255,2025-07-12T18:53:48.974185
-1.21,1.87,2.95,0.12,-2.73,-0.92,-1.43,2.31,3902.44,31.97,105.92,55.58,76.9,12.8,346.6,0.4,-8.060559,-34.899172,2025-07-12T18:53:49.474185
1.31,2.26,-0.29,-0.87,-1.89,-1.08,-2.89,1.86,6876.18,1.87,76.3,50.73,91.53,12.54,361.39,0.14,-8.060025,-34.899828,2025-07-12T18:53:49.974185
-2.08,-1.73,2.26,2.35,1.06,-1.76,-1.61,2.73,2359.5,47.98,66.42,10.67,85.94,12.73,110.69,0.12,-8.059946,-34.90073,2025-07-12T18:53:50.474185
-0.26,1.83,0.29,2.22,-1.11,1.36,-0.11,1.77,539.07,40.44,87.77,0.63,75.92,11.03,481.03,0.99,-8.060852,-34.900776,2025-07-12T18:53:50.974185
-1.7,0.42,-0.56,-0.02,-2.95,1.89,2.42,-1.76,4367.35,37.57,62.34,31.46,60.73,11.53,300.68,0.04,-8.060607,-34.900211,2025-07-12T18:53:51.474185
-1.47,0.17,-1.58,1.19,3.0,-2.65,2.07,-1.17,3030.43,0.97,91.12,12.42,79.18,11.16,141.63,0.84,-8.060676,-34.899701,2025-07-12T18:53:51.974185
0.79,0.11,-0.15,2.93,1.96,-2.22,-1.76,-1.84,4016.19,48.21,64.52,89.94,60.64,12.32,250.32,0.61,-8.059149,-34.899451,2025-07-12T18:53:52.474185
2.6,-1.77,-1.85,2.28,0.74,-0.16,0.98,-1.81,7719.41,27.71,63.17,57.32,69.2,12.42,362.05,0.94,-8.059126,-34.899661,2025-07-12T18:53:52.974185
2.3,-2.19,-2.36,-2.25,1.8,2.47,-1.6,2.58,5044.58,0.94,109.57,12.36,50.69,12.15,244.68,0.67,-8.060597,-34.900424,2025-07-12T18:53:53.474185
0.89,2.35,-1.23,-0.49,0.48,-2.55,-1.96,2.19,4570.42,22.73,71.34,5.68,83.46,11.28,390.2,0.4,-8.059984,-34.900941,2025-07-12T18:53:53.974185
-1.84,0.41,1.48,-0.95,2.06,-1.71,-2.11,-1.89,5047.88,14.48,96.57,68.11,81.27,10.53,359.45,0.48,-8.060114,-34.900051,2025-07-12T18:53:54.474185
-0.19,-2.62,-2.38,-2.4,-0.75,0.33,2.2,-0.76,3543.11,2.22,80.71,42.99,85.4,10.96,498.1,0.28,-8.05978,-34.900674,2025-07-12T18:53:54.974185
0.92,-2.3,0.83,-1.88,-1.13,-1.05,-1.64,0.55,4440.65,28.9,98.29,16.89,69.28,10.93,210.42,0.92,-8.05961,-34.899522,2025-07-12T18:53:55.474185
-0.78,0.78,-0.33,0.56,0.88,-2.88,-1.72,-1.06,4193.18,52.5,88.86,26.19,90.43,10.88,171.2,0.63,-8.060057,-34.900286,2025-07-12T18:53:55.974185
-2.89,-2.89,-1.63,1.16,0.09,0.09,1.53,1.42,3493.77,30.7,97.23,64.77,57.77,10.57,206.5,0.5,-8.060149,-34.899035,2025-07-12T18:53:56.474185
-1.76,1.84,2.4,1.44,-2.54,-1.98,0.29,2.05,3940.27,30.66,68.94,80.9,88.09,11.61,446.18,0.24,-8.059961,-34.899677,2025-07-12T18:53:56.974185
-2.98,-2.66,1.02,2.47,0.3,1.23,2.76,-2.15,1376.39,27.81,102.79,98.64,86.39,11.31,140.32,0.21,-8.06066,-34.899863,2025-07-12T18:53:57.474185
-0.67,0.86,-2.51,2.31,-2.69,1.99,-1.45,-2.27,5387.43,47.03,90.25,3.05,66.11,12.35,135.96,0.5,-8.059362,-34.899648,2025-07-12T18:53:57.974185
-2.98,-0.78,-1.8,2.33,-1.48,-2.91,-2.59,0.68,7053.14,22.8,103.76,39.72,74.05,12.96,251.62,0.42,-8.06078,-34.899733,2025-07-12T18:53:58.474185
2.14,1.74,-1.24,-2.78,-2.13,-1.22,-2.47,1.63,2021.19,50.09,74.52,1.14,94.48,10.76,449.99,0.75,-8.059946,-34.899169,2025-07-12T18:53:58.974185
0.46,0.24,-0.33,-2.78,-2.15,0.72,2.89,0.42,5120.82,53.76,74.4,0.85,66.45,12.12,404.49,0.4,-8.060525,-34.899797,2025-07-12T18:53:59.474185
-2.5,-2.74,-2.36,2.92,1.86,1.2,0.29,1.11,1009.24,28.41,89.51,51.53,89.79,11.08,192.92,0.94,-8.059566,-34.89988,2025-07-12T18:53:59.974185
-0.23,1.29,1.39,1.29,-2.5,-2.98,1.24,-1.55,4555.74,54.66,101.91,91.52,77.59,12.55,194.3,0.61,-8.060838,-34.899682,2025-07-12T18:54:00.474185
0.77,1.8,-0.97,0.82,1.86,-2.83,0.68,-1.79,1640.97,27.04,85.61,75.96,71.78,11.61,368.14,0.68,-8.06062,-34.899132,2025-07-12T18:54:00.974185
-2.1,-0.43,-1.21,2.9,1.6,1.08,-0.7,-1.31,543.02,52.65,101.44,31.53,80.33,10.52,252.51,0.46,-8.059781,-34.899563,2025-07-12T18:54:01.474185
0.31,0.56,1.89,-0.98,1.38,-2.24,2.93,0.05,531.6,59.85,86.69,0.8,99.35,12.45,353.29,0.29,-8.060188,-34.899969,2025-07-12T18:54:01.974185
0.32,-2.06,2.76,-1.75,2.09,0.9,-0.97,-2.8,4636.6,2.36,73.32,78.77,86.91,12.38,479.09,0.66,-8.05914,-34.89998,2025-07-12T18:54:02.474185
-1.24,1.57,0.56,-0.46,-1.96,0.77,-0.52,-0.39,6320.86,0.28,69.77,99.83,96.77,12.27,426.56,0.05,-8.060582,-34.89963,2025-07-12T18:54:02.974185
0.7,0.91,1.32,-1.47,-2.15,2.37,0.9,2.5,4911.72,29.22,76.31,21.19,70.51,12.56,385.09,0.94,-8.059295,-34.899158,2025-07-12T18:54:03.474185
0.9,-0.3,2.7,-0.17,-0.21,-0.75,-0.12,-0.32,503.23,3.07,74.62,12.71,60.77,11.46,171.86,0.56,-8.060878,-34.899531,2025-07-12T18:54:03.974185
-1.68,-2.37,1.89,-2.3,2.75,-0.89,-0.41,2.13,6274.12,31.97,97.87,37.14,53.1,11.17,369.31,0.1,-8.059976,-34.899905,2025-07-12T18:54:04.474185
1.71,2.26,-0.14,2.61,2.93,1.18,2.68,-1.87,1714.95,49.35,86.4,68.7,65.78,12.99,128.87,0.59,-8.059612,-34.899555,2025-07-12T18:54:04.974185
-2.52,-0.68,0.91,-1.09,-1.86,-2.91,-1.37,0.41,7010.45,5.75,107.66,40.38,93.83,10.66,128.25,0.57,-8.060982,-34.899576,2025-07-12T18:54:05.474185
2.56,-2.63,-1.48,-1.18,-1.55,0.46,0.12,0.17,1236.79,1.55,83.05,4.98,76.52,11.0,111.83,0.32,-8.060805,-34.900495,2025-07-12T18:54:05.974185
2.82,2.36,-0.39,-2.82,-0.6,2.71,-2.95,2.45,3491.74,54.71,92.63,3.11,77.75,10.59,368.9,0.89,-8.060816,-34.899805,2025-07-12T18:54:06.474185
0.97,2.46,-2.11,-1.62,-0.25,-0.79,-1.42,-2.24,6523.73,41.39,65.22,67.83,51.42,12.18,310.44,0.74,-8.059234,-34.900605,2025-07-12T18:54:06.974185
2.7,-2.38,1.21,2.32,0.36,1.41,-2.57,0.67,2171.01,9.16,89.63,74.06,75.59,10.66,151.2,0.18,-8.059158,-34.89939,2025-07-12T18:54:07.474185
0.72,-0.13,1.54,1.08,0.43,0.36,-2.85,1.53,1887.21,22.16,80.01,71.8,55.59,10.55,407.95,0.03,-8.060886,-34.900205,2025-07-12T18:54:07.974185
-1.88,1.6,0.8,1.98,-0.5,-2.27,0.92,-1.34,1629.14,28.93,76.57,5.41,79.62,12.35,461.63,0.69,-8.059487,-34.90088,2025-07-12T18:54:08.474185
0.19,-1.66,1.36,-1.1,-0.26,-1.11,2.83,1.24,7010.55,21.72,75.11,31.93,77.66,11.67,194.29,0.67,-8.059821,-34.900292,2025-07-12T18:54:08.974185
-1.83,2.11,1.52,-1.13,-2.59,2.15,-0.28,2.22,967.89,54.18,64.98,78.26,82.99,12.19,403.97,0.56,-8.059083,-34.900945,2025-07-12T18:54:09.474185
-1.29,-0.55,0.47,-0.06,-2.84,-1.67,1.13,2.26,6423.15,55.35,84.27,92.4,95.39,11.77,197.95,0.09,-8.059528,-34.900724,2025-07-12T18:54:09.974185
2.84,-2.03,-2.19,-0.56,1.54,-2.82,2.55,2.91,1447.21,17.1,62.01,98.88,50.5,12.07,244.71,0.59,-8.059643,-34.900375,2025-07-12T18:54:10.474185
-0.89,2.09,-2.62,-2.85,1.1,-1.42,-1.23,1.06,7848.53,46.78,80.99,95.33,71.88,12.22,487.28,0.35,-8.059202,-34.899154,2025-07-12T18:54:10.974185
-2.73,0.39,1.25,-1.39,0.01,-0.9,0.95,1.01,7278.58,16.88,100.93,42.12,78.56,10.87,423.62,0.46,-8.060458,-34.899159,2025-07-12T18:54:11.474185
-1.05,-2.95,-0.2,-0.41,1.71,-2.15,0.6,2.35,1248.51,31.87,106.08,66.75,65.52,12.98,412.79,0.37,-8.059286,-34.900359,2025-07-12T18:54:11.974185
2.01,-2.09,-0.75,-2.09,1.28,2.57,-2.4,0.26,3183.12,8.59,104.45,25.81,87.63,11.17,142.0,0.2,-8.059527,-34.899858,2025-07-12T18:54:12.474185
2.8,-0.54,-1.72,2.74,-1.82,-2.9,1.81,-2.59,3326.23,31.01,81.96,3.23,77.78,11.05,220.23,0.51,-8.059276,-34.899593,2025-07-12T18:54:12.974185
-1.2,2.83,-1.46,-0.92,0.7,2.97,-2.73,0.84,1010.41,42.5,91.66,80.86,95.48,10.71,235.34,0.17,-8.060948,-34.90087,2025-07-12T18:54:13.474185
0.88,-1.29,1.35,-1.36,-0.84,2.92,2.94,-0.71,3673.84,6.22,103.8,62.56,65.8,12.01,446.84,0.77,-8.060413,-34.900688,2025-07-12T18:54:13.974185
-1.04,-0.07,-2.15,-0.21,1.49,-0.18,2.86,0.07,5090.64,5.66,101.71,38.32,99.88,11.52,458.24,0.31,-8.060071,-34.899194,2025-07-12T18:54:14.474185
-2.5,-0.71,-0.58,0.64,2.91,1.46,0.59,0.1,4802.25,39.62,72.98,8.63,58.76,10.93,135.25,0.14,-8.060177,-34.899829,2025-07-12T18:54:14.974185
2.13,-0.65,0.06,-2.19,0.65,-0.56,1.2,-2.32,5837.56,57.43,75.98,54.92,84.61,12.02,464.03,0.61,-8.059159,-34.900609,2025-07-12T18:54:15.474185
-2.69,-1.57,-0.82,0.7,-1.12,1.44,1.94,1.21,449.58,11.24,84.91,40.63,74.08,12.28,492.62,0.54,-8.059018,-34.899287,2025-07-12T18:54:15.974185
-1.18,1.72,2.19,-2.47,-2.05,2.68,-1.35,-1.33,7511.11,36.09,73.12,70.78,58.57,11.77,335.6,0.73,-8.059479,-34.899677,2025-07-12T18:54:16.474185
1.21,-0.45,1.07,2.24,2.19,-1.19,0.76,2.23,3693.22,58.55,81.28,53.8,56.55,11.37,118.91,0.11,-8.060672,-34.900012,2025-07-12T18:54:16.974185
0.89,-1.98,0.46,-0.92,1.63,-0.08,-1.74,0.98,1535.65,0.27,64.99,18.64,77.75,10.6,232.61,0.04,-8.05915,-34.900353,2025-07-12T18:54:17.474185
2.16,2.24,2.29,2.27,-0.72,-1.52,-0.39,-2.4,6842.0,4.28,61.06,4.92,97.87,11.59,479.08,0.58,-8.060745,-34.899227,2025-07-12T18:54:17.974185
1.73,-0.42,0.96,0.69,-2.08,-2.47,-2.95,-2.74,5173.94,0.81,76.63,25.78,87.72,12.52,339.5,0.36,-8.060651,-34.900552,2025-07-12T18:54:18.474185
